director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,language,content_rating,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,budget,revenue,profit,rate,budget_infl,gross_infl,profit_infl,normalized_profit,profit_str,budget_quartile,genre_count,Family,Musical,Documentary,Sport,Crime,Sci-Fi,History,Adventure,Western,Music,Mystery,Horror,Fantasy,Drama,News,Romance,Comedy,Biography,War,Action,Thriller,Animation,genre_list,ratings_G,ratings_NC-17,ratings_PG,ratings_PG-13,ratings_R,ratings_Unrated,director_count,directed_5_plus_no,directed_5_plus_yes,actor1_count,actor2_count,actor3_count,actor_count,features,sex,fighter,friendship,friend,immigrant,bus,mafia,corporation,breast,scenario,die,hard,stake,pastor,thug,humor,based,novel,drug,secret,death,mail,escape,alien,deaf,murder,lustepic,tale,bear,fish,british,arcade,wizard,mutant,fairy,toy,super,pirate,box,hit,sequel,egg,kong,panic,hawaii,forest,zeus,king,sword,magic,giant,first,part,farm,princess,graduation,accusation,battle,epic
Michael Corrente,96.0,30.0,407.0,George Wendt,761.0,Comedy|Drama|Romance,Jonathan Brandis,Outside Providence,2018,Shawn Hatosy,3.0,class|cornwall connecticut|dog|friend|pawtucket rhode island,http://www.imdb.com/title/tt0125971/?ref_=fn_tt_tt_1,English,R,1999,412.0,6.4,1.85,0,7000000,7292175,292175,0.8637154979999999,810452054.66488,844279744.5322673,33827689.86738733,0.043771915196527234,Some Profits,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,1.0,1,0,1.0,1.0,2.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Apted,128.0,150.0,244.0,Maria Grazia Cucinotta,766.0,Action|Adventure|Thriller,Colin Salmon,The World Is Not Enough,2037,Desmond Llewelyn,2.0,british|oil|scientist|terrorist|tycoon,http://www.imdb.com/title/tt0143145/?ref_=fn_tt_tt_1,English,PG-13,1999,536.0,6.4,2.35,2000,135000000,361832400,226832400,0.8637154979999999,15630146768.536972,41892544574.903534,26262397806.36656,0.12677112635454763,Success,100,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['Action', 'Adventure', 'Thriller']",0,0,0,1,0,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rick Famuyiwa,106.0,44.0,328.0,Tamala Jones,865.0,Comedy|Drama|Romance,Omar Epps,The Wood,2724,Richard T. Jones,0.0,flashback|friendship|public nudity|shower|wedding,http://www.imdb.com/title/tt0161100/?ref_=fn_tt_tt_1,English,R,1999,405.0,6.9,1.85,990,6000000,25059640,19059640,0.8637154979999999,694673189.7127542,2901376675.3088875,2206703485.596133,0.05064788960873485,Some Profits,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roger Michell,124.0,50.0,427.0,Clarke Peters,8000.0,Comedy|Drama|Romance,Julia Roberts,Notting Hill,9255,Dylan Moran,1.0,actress|bookstore|friend|kiss|love,http://www.imdb.com/title/tt0125439/?ref_=fn_tt_tt_1,English,PG-13,1999,437.0,7.0,2.35,11000,42000000,363889678,321889678,0.8637154979999999,4862712327.989281,42130733886.634514,37268021558.64523,0.16159796158360523,Success,75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Lasseter,82.0,487.0,967.0,John Ratzenberger,15000.0,Adventure|Animation|Comedy|Family|Fantasy,Tom Hanks,Toy Story 2,21275,Wayne Knight,2.0,collector|dog|friend|rescue|toy,http://www.imdb.com/title/tt0120363/?ref_=fn_tt_tt_1,English,G,1999,1000.0,7.9,1.85,0,90000000,497366869,407366869,0.8637154979999999,10420097845.691315,57584571557.612595,47164473711.92129,0.19291486976184793,Success,100,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",1,0,0,0,0,0,1.0,1,0,1.0,1.0,1.0,3.0,toy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Illsley,98.0,3.0,327.0,Illeana Douglas,349.0,Comedy|Crime|Romance,Ally Walker,"Happy, Texas",2095,Jeremy Northam,3.0,banker|beauty pageant|escaped convict|gay|pageant,http://www.imdb.com/title/tt0162360/?ref_=fn_tt_tt_1,English,PG-13,1999,347.0,6.3,1.85,374,1700000,1943649,243649,0.8637154979999999,196824070.41861373,225033475.0853342,28209404.666720476,0.04375413636841556,Some Profits,25,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"['Comedy', 'Crime', 'Romance']",0,0,0,1,0,0,1.0,1,0,1.0,1.0,2.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Mann,157.0,0.0,680.0,Rip Torn,14000.0,Biography|Drama|Thriller,Al Pacino,The Insider,18216,Debi Mazar,1.0,cbs|cbs news|research|tobacco|whistleblower,http://www.imdb.com/title/tt0140352/?ref_=fn_tt_tt_1,English,R,1999,826.0,7.9,2.35,0,90000000,60289912,-29710088,0.8637154979999999,10420097845.691315,6980297579.423544,-3439800266.267771,0.0327797650741573,Failure,100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,"['Biography', 'Drama', 'Thriller']",0,0,0,0,1,0,1.0,1,0,2.0,1.0,1.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Kerrigan,99.0,8.0,78.0,John Simm,798.0,Comedy|Music,Danny Dyer,Human Traffic,1430,Shaun Parkes,2.0,friday|friend|hip hop|techno rave|weekend,http://www.imdb.com/title/tt0188674/?ref_=fn_tt_tt_1,English,R,1999,472.0,7.1,1.85,0,600000,4000000,3400000,0.8637154979999999,69467318.97127543,463115459.8085029,393648140.83722746,0.04491055193716424,Some Profits,25,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"['Comedy', 'Music']",0,0,0,0,1,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodman Flender,92.0,6.0,577.0,Fred Willard,890.0,Comedy|Fantasy|Horror|Thriller,Vivica A. Fox,Idle Hands,3654,Elden Henson,0.0,breasts|female frontal nudity|nude woman murdered|slow motion scene|trailer home,http://www.imdb.com/title/tt0138510/?ref_=fn_tt_tt_1,English,R,1999,729.0,6.2,1.85,0,25000000,4152230,-20847770,0.8637154979999999,2894471623.803143,480740476.42016494,-2413731147.382978,0.03602671780862874,Failure,50,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,"['Comedy', 'Fantasy', 'Horror', 'Thriller']",0,0,0,0,1,0,1.0,1,0,1.0,1.0,1.0,3.0,breast,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. Night Shyamalan,107.0,0.0,766.0,Haley Joel Osment,13000.0,Drama|Mystery|Thriller,Bruce Willis,The Sixth Sense,17540,Olivia Williams,0.0,able to see the dead|ghost|plot twist|psychic|surprise ending,http://www.imdb.com/title/tt0167404/?ref_=fn_tt_tt_1,English,PG-13,1999,3000.0,8.1,1.85,14000,40000000,672806292,632806292,0.8637154979999999,4631154598.085029,77896748820.40846,73265594222.32343,0.2755107719815057,Success,75,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"['Drama', 'Mystery', 'Thriller']",0,0,0,1,0,0,1.0,1,0,2.0,1.0,1.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kimberly Peirce,118.0,108.0,103.0,Brendan Sexton III,173.0,Biography|Crime|Drama|Romance,Alicia Goranson,Boys Don't Cry,563,Jeannetta Arnette,0.0,drinking|female dressed as male|love|nebraska|transgender,http://www.imdb.com/title/tt0171804/?ref_=fn_tt_tt_1,English,R,1999,148.0,7.6,1.85,0,2000000,11540607,9540607,0.8637154979999999,231557729.90425146,1336158379.3185568,1104600649.4143052,0.04716033136168551,Some Profits,25,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['Biography', 'Crime', 'Drama', 'Romance']",0,0,0,0,1,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hugh Wilson,112.0,37.0,480.0,Sissy Spacek,3000.0,Comedy|Drama|Romance|Sci-Fi,Brendan Fraser,Blast from the Past,5709,Douglas Smith,0.0,1960s|bomb shelter|cuban missile crisis|food|naive man,http://www.imdb.com/title/tt0124298/?ref_=fn_tt_tt_1,English,PG-13,1999,874.0,6.6,2.35,0,35000000,40263020,5263020,0.8637154979999999,4052260273.3244,4661606755.144737,609346481.8203367,0.045593120299456696,Some Profits,75,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,"['Comedy', 'Drama', 'Romance', 'Sci-Fi']",0,0,0,1,0,0,1.0,1,0,1.0,2.0,1.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Risa Bramon Garcia,101.0,112.0,612.0,Dave Chappelle,1000.0,Comedy|Drama|Romance,Janeane Garofalo,200 Cigarettes,2697,Gaby Hoffmann,5.0,bartender|friend|new year's eve|party|punk,http://www.imdb.com/title/tt0137338/?ref_=fn_tt_tt_1,English,R,1999,744.0,5.9,1.85,0,6000000,6852450,852450,0.8637154979999999,694673189.7127542,793368883.1411939,98695693.42843957,0.04397718727583041,Some Profits,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,1.0,1,0,2.0,1.0,1.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darren Stein,87.0,18.0,844.0,Judy Greer,3000.0,Comedy|Crime|Thriller,Julie Benz,Jawbreaker,9555,Jeff Conaway,3.0,best friend|bitch|friend|popular girl|prom,http://www.imdb.com/title/tt0155776/?ref_=fn_tt_tt_1,English,R,1999,2000.0,5.4,1.85,0,3000000,3076820,76820,0.8637154979999999,347336594.8563771,356230727.2619994,8894132.405622298,0.043693013998654155,Some Profits,25,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"['Comedy', 'Crime', 'Thriller']",0,0,0,0,1,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hugh Johnson,102.0,3.0,239.0,Kevin J. O'Connor,372.0,Action|Adventure|Comedy|Drama|Thriller,David Paymer,Chill Factor,1274,Hudson Leick,0.0,colonel|ice|ice cream truck|military|u.s. army,http://www.imdb.com/title/tt0163579/?ref_=fn_tt_tt_1,English,R,1999,248.0,5.2,2.35,120,70000000,11263966,-58736034,0.8637154979999999,8104520546.6488,1304129198.3393357,-6800391348.309464,0.022145315403617347,Failure,100,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Thriller']",0,0,0,0,1,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neil Jordan,100.0,277.0,210.0,Aidan Quinn,21000.0,Drama|Fantasy|Thriller,Robert Downey Jr.,In Dreams,22006,Paul Guilfoyle,0.0,dream|mental institution|padded cell|serial killer|suicide attempt,http://www.imdb.com/title/tt0120710/?ref_=fn_tt_tt_1,English,R,1999,767.0,5.5,1.85,654,30000000,12017369,-17982631,0.8637154979999999,3473365948.5637717,1391357342.530862,-2082008606.0329094,0.037076439891574844,Failure,50,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,"['Drama', 'Fantasy', 'Thriller']",0,0,0,0,1,0,2.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Rymer,95.0,48.0,826.0,Omar Epps,1000.0,Crime|Drama|Thriller,LL Cool J,In Too Deep,4837,Nia Long,1.0,cunnilingus|oral sex|police|sex scene|undercover,http://www.imdb.com/title/tt0160401/?ref_=fn_tt_tt_1,English,R,1999,865.0,6.1,2.35,375,7000000,14011454,7011454,0.8637154979999999,810452054.66488,1622230240.4489217,811778185.7840416,0.046233706944772614,Some Profits,25,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"['Crime', 'Drama', 'Thriller']",0,0,0,0,1,0,1.0,1,0,2.0,2.0,1.0,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alison Maclean,107.0,7.0,442.0,Samantha Morton,745.0,Drama,Billy Crudup,Jesus' Son,2125,Mark Webber,1.0,hospital|love|mennonite|shower|song,http://www.imdb.com/title/tt0186253/?ref_=fn_tt_tt_1,English,R,1999,631.0,7.0,2.35,500,2500000,1300000,-1200000,0.8637154979999999,289447162.3803143,150512524.43776342,-138934637.94255087,0.04322521604890469,Failure,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['Drama'],0,0,0,0,1,0,1.0,1,0,1.0,1.0,2.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norman Jewison,146.0,278.0,494.0,Vincent Pastore,18000.0,Biography|Drama|Sport,Denzel Washington,The Hurricane,20516,Deborah Kara Unger,0.0,african american|book|boxer|boxing|murder,http://www.imdb.com/title/tt0174856/?ref_=fn_tt_tt_1,English,R,1999,584.0,7.6,1.85,0,50000000,73956241,23956241,0.8637154979999999,5788943247.606286,8562569639.105863,2773626391.499577,0.05244189339042781,Some Profits,75,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['Biography', 'Drama', 'Sport']",0,0,0,0,1,0,1.0,1,0,3.0,1.0,2.0,6.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Les Mayfield,93.0,10.0,405.0,Dave Chappelle,789.0,Action|Comedy|Crime|Thriller,Peter Greene,Blue Streak,2986,Tamala Jones,1.0,detective|diamond|jewel|police|thief,http://www.imdb.com/title/tt0181316/?ref_=fn_tt_tt_1,English,PG-13,1999,744.0,6.3,1.85,0,65000000,117758500,52758500,0.8637154979999999,7525626221.888171,13633945468.464895,6108319246.576725,0.06299438920687274,Some Profits,100,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"['Action', 'Comedy', 'Crime', 'Thriller']",0,0,0,1,0,0,1.0,1,0,1.0,2.0,2.0,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garry Marshall,116.0,0.0,995.0,Christopher Meloni,8000.0,Comedy|Romance,Julia Roberts,Runaway Bride,12790,Hector Elizondo,2.0,bride|columnist|journalist|maryland|wedding,http://www.imdb.com/title/tt0163187/?ref_=fn_tt_tt_1,English,PG,1999,3000.0,5.5,2.35,0,70000000,309457509,239457509,0.8637154979999999,8104520546.6488,35828639142.93223,27724118596.28343,0.13139668054821907,Success,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"['Comedy', 'Romance']",0,0,1,0,0,0,1.0,1,0,2.0,1.0,1.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Lucas,136.0,0.0,1000.0,Liam Neeson,20000.0,Action|Adventure|Fantasy|Sci-Fi,Natalie Portman,Star Wars: Episode I - The Phantom Menace,37723,Ian McDiarmid,1.0,alien|character says i have a bad feeling about this|hand to hand combat|seven word title|wilhelm scream,http://www.imdb.com/title/tt0120915/?ref_=fn_tt_tt_1,English,PG,1999,14000.0,6.5,2.35,13000,115000000,924317558,809317558,0.8637154979999999,13314569469.494457,107016437720.56064,93701868251.06618,0.3401805048667075,Success,100,4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",0,0,1,0,0,0,1.0,1,0,2.0,1.0,1.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Kellogg,110.0,16.0,692.0,Rene Auberjonois,2000.0,Action|Adventure|Comedy|Family|Sci-Fi,Matthew Broderick,Inspector Gadget,5320,Rupert Everett,0.0,actor playing multiple roles|claw|gadget|inspector|police,http://www.imdb.com/title/tt0141369/?ref_=fn_tt_tt_1,English,PG,1999,710.0,4.1,1.85,509,75000000,134400000,59400000,0.8637154979999999,8683414871.409428,15560679449.565697,6877264578.156267,0.06542768448988921,Some Profits,100,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",0,0,1,0,0,0,1.0,1,0,1.0,1.0,2.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Malone,93.0,37.0,545.0,Peter Gallagher,885.0,Horror|Mystery|Thriller,Jeffrey Combs,House on Haunted Hill,2872,Bridgette Wilson-Sampras,0.0,billionaire|corpse|eccentric|haunted hospital|haunted house,http://www.imdb.com/title/tt0185371/?ref_=fn_tt_tt_1,English,R,1999,828.0,5.6,1.37,0,37000000,40846082,3846082,0.8637154979999999,4283818003.2286515,4729113011.701453,445295008.47280157,0.04507398628579611,Some Profits,75,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,"['Horror', 'Mystery', 'Thriller']",0,0,0,0,1,0,1.0,1,0,1.0,2.0,1.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lana Wachowski,136.0,0.0,99.0,Marcus Chong,18000.0,Action|Sci-Fi,Keanu Reeves,The Matrix,18563,Gloria Foster,3.0,artificial reality|computer|matrix|questioning reality|simulated reality,http://www.imdb.com/title/tt0133093/?ref_=fn_tt_tt_1,English,R,1999,145.0,8.7,2.35,25000,63000000,463517383,400517383,0.8637154979999999,7294068491.98392,53665516489.31973,46371447997.335815,0.1904053731157759,Success,75,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Action', 'Sci-Fi']",0,0,0,0,1,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gil Junger,97.0,19.0,835.0,Heath Ledger,23000.0,Comedy|Drama|Romance,Joseph Gordon-Levitt,10 Things I Hate About You,37907,Andrew Keegan,6.0,dating|protective father|school|shrew|teen movie,http://www.imdb.com/title/tt0147800/?ref_=fn_tt_tt_1,English,PG-13,1999,13000.0,7.2,1.85,10000,16000000,53478166,37478166,0.8637154979999999,1852461839.2340117,6191641359.201362,4339179519.96735,0.05739602066887434,Some Profits,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,"['Comedy', 'Drama', 'Romance']",0,0,0,1,0,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Koepp,99.0,192.0,282.0,Kathryn Erbe,347.0,Horror|Mystery|Thriller,Illeana Douglas,Stir of Echoes,1254,Lusia Strus,0.0,disappearance|hearing voices|hypnosis|post hypnotic suggestion|seeing a ghost,http://www.imdb.com/title/tt0164181/?ref_=fn_tt_tt_1,English,R,1999,301.0,7.0,1.85,0,12000000,21133087,9133087,0.8637154979999999,1389346379.4255085,2446764825.7945237,1057418446.3690151,0.04701102525708039,Some Profits,25,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,"['Horror', 'Mystery', 'Thriller']",0,0,0,0,1,0,1.0,1,0,2.0,1.0,1.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katt Shea,104.0,52.0,484.0,Rachel Blanchard,711.0,Horror|Sci-Fi|Thriller,Jason London,The Rage: Carrie 2,3162,Eddie Kaye Thomas,1.0,high school|party|prom|suicide|teenage girl,http://www.imdb.com/title/tt0144814/?ref_=fn_tt_tt_1,English,R,1999,490.0,4.6,1.85,897,21000000,17762705,-3237295,0.8637154979999999,2431356163.9946404,2056545823.379448,-374810340.6151918,0.042478797270976046,Failure,50,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Horror', 'Sci-Fi', 'Thriller']",0,0,0,0,1,0,1.0,1,0,1.0,1.0,1.0,3.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Babbit,85.0,91.0,849.0,Clea DuVall,1000.0,Comedy|Drama,Natasha Lyonne,But I'm a Cheerleader,4289,Eddie Cibrian,1.0,cheerleader|gay|homosexual|lesbian|lesbian relationship,http://www.imdb.com/title/tt0179116/?ref_=fn_tt_tt_1,English,R,1999,1000.0,6.6,1.85,0,1200000,2600000,1400000,0.8637154979999999,138934637.94255087,301025048.87552685,162090410.932976,0.04417779720313835,Some Profits,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"['Comedy', 'Drama']",0,0,0,0,1,0,1.0,1,0,2.0,2.0,1.0,5.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank Darabont,189.0,0.0,693.0,Jeffrey DeMunn,15000.0,Crime|Drama|Fantasy|Mystery,Tom Hanks,The Green Mile,17716,Michael Jeter,0.0,1930s|death row inmate|healing|prison guard|southern u.s.,http://www.imdb.com/title/tt0120689/?ref_=fn_tt_tt_1,English,R,1999,745.0,8.5,1.85,30000,60000000,286801374,226801374,0.8637154979999999,6946731897.127543,33205537548.430096,26258805651.30256,0.12675975913035867,Success,75,4,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"['Crime', 'Drama', 'Fantasy', 'Mystery']",0,0,0,0,1,0,1.0,1,0,2.0,1.0,1.0,4.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
