color,director_name,duration,actor_2_name,actor_1_name,movie_title,actor_3_name,facenumber_in_poster,language,country,content_rating,budget,title_year,gross,aspect_ratio,Horror,Romance,Family,Animation,Reality-TV,Comedy,Thriller,Game-Show,Western,Film-Noir,Short,Drama,Crime,Musical,Biography,Mystery,Action,Sci-Fi,Sport,Music,History,Adventure,News,Documentary,Fantasy,War,rate,budget_infl,gross_infl,format,profit
Color,Pierre Morel,115,Mark Rylance,Ray Winstone,The Gunman ,Jasmine Trinca,0,English,USA,R,40000000,2015,10640645,2.35,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3.392746845,1178985696,313629206.2,Movie,-865356489.6
Color,Elizabeth Banks,115,Birgitte Hjort SA�rensen,Anna Kendrick,Pitch Perfect 2 ,Hana Mae Lee,8,English,USA,PG-13,29000000,2015,183436380,1.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.392746845,854764629.5,5406721703,Movie,4551957074
Color,Gregory Jacobs,115,Channing Tatum,Matt Bomer,Magic Mike XXL ,Kevin Nash,3,English,USA,R,14800000,2015,66009973,2.35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.392746845,436224707.5,1945620349,Movie,1509395641
Color,John H. Lee,115,Dean Dawson,Liam Neeson,Operation Chromite ,Jung-jae Lee,1,English,South Korea,Missing,12620000,2016,31662,Missing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3.392746845,371969987.1,933226.1276,Movie,-371036760.9
Color,John Hillcoat,115,Norman Reedus,Kate Winslet,Triple 9 ,Clifton Collins Jr.,3,English,USA,R,20000000,2016,12626905,2.35,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.392746845,589492847.9,372173509.5,Movie,-217319338.5
Color,Ted Post,114,Bruce Dern,Clint Eastwood,Hang  Em High ,Alan Hale Jr.,3,English,USA,PG,1800000,1968,25040293,1.85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,53054356.31,738053681.7,Movie,22156530.81
Color,Colin Higgins,114,Barry Corbin,Dolly Parton,The Best Little Whorehouse in Texas ,Dom DeLuise,2,English,USA,R,35000000,1982,69700000,2.35,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,1031612484,2054382575,Movie,1022770091
Color,John Badham,114,Barry Corbin,Matthew Broderick,WarGames ,Ally Sheedy,0,English,USA,PG,12000000,1983,79568000,1.85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.392746845,353695708.8,2345238346,Movie,1991542637
Color,Francis Ford Coppola,114,William Smith,Tom Cruise,The Outsiders ,Tom Waits,0,English,USA,PG-13,10000000,1983,25600000,2.35,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,294746424,754550845.4,Movie,459804421.4
Color,John Milius,114,Jennifer Grey,Lea Thompson,Red Dawn ,William Smith,0,English,USA,PG-13,16900000,1984,25040293,1.85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.392746845,498121456.5,738053681.7,Movie,22156530.81
Color,Mark L. Lester,114,George C. Scott,Heather Locklear,Firestarter ,David Keith,1,English,USA,R,15000000,1984,15100000,2.35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.392746845,442119636,445067100.2,Movie,2947464.24
Color,Brian De Palma,114,Dennis Franz,Melanie Griffith,Body Double ,Gregg Henry,0,English,USA,R,10000000,1984,25040293,1.85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.392746845,294746424,738053681.7,Movie,22156530.81
Color,Rowdy Herrington,114,Kevin Tighe,Ben Gazzara,Road House ,Kelly Lynch,1,English,USA,R,17000000,1989,30050028,2.35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.392746845,501068920.7,885713829.3,Movie,384644908.6
Color,Richard Donner,114,Thomas Ian Nicholas,Adam Baldwin,Radio Flyer ,John Heard,3,English,USA,PG-13,35000000,1992,4651977,2.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,1031612484,137115358.5,Movie,-894497125.4
Color,Victor Nunez,114,Todd Field,Allison Dean,Ruby in Paradise ,Dorothy Lyman,1,English,USA,R,800000,1993,1001437,1.85,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,23579713.92,29516997.46,Movie,5937283.541
Color,Chuck Russell,114,Amy Yasbeck,Peter Greene,The Mask ,Reg E. Cathey,0,English,USA,PG-13,18000000,1994,119938730,1.85,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3.392746845,530543563.1,3535151176,Movie,3004607613
Color,Rob Reiner,114,Samantha Mathis,Shawna Waldron,The American President ,Wendie Malick,0,English,USA,PG-13,62000000,1995,65000000,2.35,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,1827427829,1915851756,Movie,88423927.19
Color,Irwin Winkler,114,Jeremy Northam,Ken Howard,The Net ,Ray McKinnon,0,English,USA,PG-13,22000000,1995,50728000,1.85,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3.392746845,648442132.7,1495189660,Movie,846747526.8
Color,Rob Cohen,114,Viggo Mortensen,Sylvester Stallone,Daylight ,Amy Brenneman,0,English,USA,PG-13,80000000,1996,32885565,1.85,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.392746845,2357971392,969290268.4,Movie,-1388681123
Color,Brad Silberling,114,Andre Braugher,Nicolas Cage,City of Angels ,Colm Feore,1,English,Germany,PG-13,55000000,1998,78745923,2.35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.392746845,1621105332,2321007921,Movie,699902588.8
Color,Niall Johnson,114,Mark Caven,Kevin Howarth,The Big Swap ,Thierry Harcourt,0,English,UK,Missing,19950000,1998,25040293,1.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,588019115.8,738053681.7,Movie,22156530.81
Color,Ron Underwood,114,Mika Boorem,Charlize Theron,Mighty Joe Young ,David Paymer,0,English,USA,PG,90000000,1998,50628009,1.85,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3.392746845,2652717816,1492242461,Movie,-1160475355
Color,Stephen Herek,114,Morgan Fairchild,Kelly Preston,Holy Man ,Eric McCormack,1,English,USA,PG,60000000,1998,12065985,2.35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,1768478544,355640593,Movie,-1412837951
Color,Forest Whitaker,114,Harry Connick Jr.,Bill Cobbs,Hope Floats ,Gena Rowlands,1,English,USA,PG-13,30000000,1998,60033780,1.85,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,884239271.9,1769474197,Movie,885234925.3
Color,Mark Steven Johnson,114,Jan Hooks,Oliver Platt,Simon Birch ,Dana Ivey,2,English,USA,PG,30000000,1998,18252684,1.85,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,884239271.9,537991333.7,Movie,-346247938.2
Color,David O. Russell,114,Jamie Kennedy,Judy Greer,Three Kings ,Mykelti Williamson,1,English,USA,R,48000000,1999,60652036,2.35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3.392746845,1414782835,1787697072,Movie,372914236.7
Color,Wayne Wang,114,Eva Amurri Martino,Natalie Portman,Anywhere But Here ,Shawn Hatosy,2,English,USA,PG-13,23000000,1999,18653615,2.35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,677916775.1,549808631.5,Movie,-128108143.6
Color,FabiA�n Bielinsky,114,GastA�n Pauls,Ricardo DarA�n,Nine Queens ,Leticia BrA�dice,0,Spanish,Argentina,R,1500000,2000,1221261,1.85,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,44211963.6,35996231.25,Movie,-8215732.347
Color,Brian De Palma,114,Connie Nielsen,Don Cheadle,Mission to Mars ,Kim Delaney,0,English,USA,PG,90000000,2000,60874615,2.35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.392746845,2652717816,1794257508,Movie,-858460307.6
Color,Hugh Hudson,114,Eva Marie Saint,Liam Aiken,I Dreamed of Africa ,Vincent Perez,1,English,USA,PG-13,34000000,2000,6543194,2.35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.392746845,1002137841,192858303.3,Movie,-809279538.2
Color,Takeshi Kitano,114,Tatyana Ali,Omar Epps,Brother ,James Shigeta,0,English,USA,R,10000000,2000,447750,1.85,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,294746424,13197271.13,Movie,-281549152.8
Color,Tony Scott,114,Stephen Dillane,Brad Pitt,Spy Game ,Catherine McCormack,2,English,Germany,R,92000000,2001,26871,2.35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.392746845,2711667101,792013.1159,Movie,-2710875087
Color,Mira Nair,114,Randeep Hooda,Naseeruddin Shah,Monsoon Wedding ,Lillete Dubey,0,Hindi,India,R,7000000,2001,13876974,1.85,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,206322496.8,409018846.2,Movie,202696349.4
Color,Bobby Farrelly,114,Bruce McGill,Jason Alexander,Shallow Hal ,Susan Ward,2,English,USA,PG-13,40000000,2001,70836296,1.85,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.392746845,1178985696,2087874493,Movie,908888797.4
Color,Brian De Palma,114,Gregg Henry,Peter Coyote,Femme Fatale ,Rie Rasmussen,1,English,France,R,35000000,2002,6592103,1.85,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.392746845,1031612484,194299878.6,Movie,-837312605.3
Color,Stephen Daldry,114,Stephen Dillane,Meryl Streep,The Hours ,Miranda Richardson,3,English,USA,PG-13,25000000,2002,41597830,1.85,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,736866059.9,1226081164,Movie,489215103.8
 Black and White,Jean-Paul Rappeneau,114,Peter Coyote,Isabelle Adjani,Bon voyage ,Virginie Ledoyen,5,French,France,PG-13,20000000,2003,2353728,2.35,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.392746845,589492847.9,69375291.1,Movie,-520117556.8
Color,David Dobkin,114,Anna-Louise Plowman,Fann Wong,Shanghai Knights ,Georgina Chapman,2,English,USA,PG-13,50000000,2003,60470220,2.35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.392746845,1473732120,1782338110,Movie,308605990.3
Color,Carl Franklin,114,Sanaa Lathan,Denzel Washington,Out of Time ,John Billingsley,3,English,USA,R,50000000,2003,40905277,2.35,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,1473732120,1205668412,Movie,-268063708.1
Color,Laurence Dunmore,114,Jack Davenport,Johnny Depp,The Libertine ,Richard Coyle,1,English,UK,R,19950000,2004,4829497,2.35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,588019115.8,142347697,Movie,22156530.81
Color,Paul McGuigan,114,Christopher Cousins,Jessica ParA�,Wicker Park ,Mark Camacho,0,English,USA,PG-13,30000000,2004,12831121,2.35,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.392746845,884239271.9,378192703,Movie,-506046568.9
Color,Yimou Zhang,114,Ye Liu,Li Gong,Curse of the Golden Flower ,Man Li,2,Mandarin,China,R,45000000,2006,6565495,2.35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,1326358908,193515617.3,Movie,-1132843291
Color,Michael O. Sajbel,114,Drew Fuller,Bill Cobbs,The Ultimate Gift ,Mircea Monroe,2,English,USA,PG,19950000,2006,3420871,1.85,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,588019115.8,100828949.4,Movie,22156530.81
Color,Shekhar Kapur,114,Abbie Cornish,Eddie Redmayne,Elizabeth: The Golden Age ,Jordi MollA�,1,English,UK,PG-13,55000000,2007,16264475,1.85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3.392746845,1621105332,479389584.4,Movie,-1141715747
Color,Kirsten Sheridan,114,Aaron Staton,Robin Williams,August Rush ,Marian Seldes,0,English,USA,PG,30000000,2007,31655091,2.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.392746845,884239271.9,933022487.3,Movie,48783215.36
Color,Mikael HA�fstrA�m,114,Kim Thomson,Drew Powell,1408 ,Alexandra Silber,0,English,USA,PG-13,25000000,2007,71975611,2.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.392746845,736866059.9,2121455396,Movie,1384589336
Color,Tamara Jenkins,114,David Zayas,Philip Seymour Hoffman,The Savages ,Gbenga Akinnagbe,0,English,USA,R,19950000,2007,6610326,1.85,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,588019115.8,194836995,Movie,22156530.81
Color,Paul Gross,114,Michael Greyeyes,Landon Liboiron,Passchendaele ,Caroline Dhavernas,0,English,Canada,R,20000000,2008,25040293,2.35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.392746845,589492847.9,738053681.7,Movie,22156530.81
Color,Guy Ritchie,114,Gerard Butler,Tom Hardy,RocknRolla ,Tom Wilkinson,4,English,UK,R,18000000,2008,5694401,2.35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.392746845,530543563.1,167840433.1,Movie,-362703130
Color,George Clooney,114,Malcolm Goodwin,Robert Baker,Leatherheads ,Matt Bushell,8,English,USA,PG-13,58000000,2008,31199215,1.85,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.392746845,1709529259,919585705.2,Movie,-789943553.8
Color,Malcolm D. Lee,114,Mike Epps,Mo Nique,"Welcome Home, Roscoe Jenkins ",Cedric the Entertainer,3,English,USA,PG-13,35000000,2008,42168445,1.85,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,1031612484,1242899837,Movie,211287352.9
Color,Rian Johnson,114,Maximilian Schell,Zachary Gordon,The Brothers Bloom ,Nora Zehetner,4,English,USA,PG-13,20000000,2008,3519627,2.35,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.392746845,589492847.9,103739747.2,Movie,-485753100.7
Color,Diane English,114,Debi Mazar,Jada Pinkett Smith,The Women ,Debra Messing,4,English,USA,PG-13,16500000,2008,26896744,1.85,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,486331599.6,792771911,Movie,306440311.5
Color,Tran Anh Hung,114,SimA�n Andreu,Takuya Kimura,I Come with the Rain ,Shawn Yue,0,English,France,Unrated,18000000,2009,25040293,2.35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,530543563.1,738053681.7,Movie,22156530.81
Color,Dennis Iliadis,114,Monica Potter,Tony Goldwyn,The Last House on the Left ,Martha MacIsaac,0,English,USA,R,15000000,2009,32721635,1.85,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,442119636,964458490.3,Movie,522338854.3
Color,Jay Roach,114,Stephanie Szostak,Steve Carell,Dinner for Schmucks ,Bruce Greenwood,2,English,USA,PG-13,19950000,2010,72980108,1.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,588019115.8,2151062585,Movie,22156530.81
Color,Nicholas Stoller,114,Mario Lopez,Pink,Get Him to the Greek ,Lino Facioli,2,English,USA,R,19950000,2010,60923325,1.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.392746845,588019115.8,1795693218,Movie,22156530.81
Color,Mikael HA�fstrA�m,114,Colin O Donoghue,Anthony Hopkins,The Rite ,Toby Jones,1,English,USA,PG-13,37000000,2011,33037754,2.35,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.392746845,1090561769,973775984.8,Movie,-116785783.9
Color,J.A. Bayona,114,Geraldine Chaplin,Naomi Watts,The Impossible ,Oaklee Pendergast,0,English,Spain,PG-13,45000000,2012,18996755,2.35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,1326358908,559922560.3,Movie,-766436347.5
Color,Rodrigo CortA�s,114,Toby Jones,Robert De Niro,Red Lights ,Craig Roberts,2,English,Spain,R,14000000,2012,25040293,2.35,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.392746845,412644993.6,738053681.7,Movie,22156530.81
Color,Tyler Perry,114,Tom Arnold,John Amos,Madea s Witness Protection ,Romeo Miller,5,English,USA,PG-13,20000000,2012,65623128,1.85,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,589492847.9,1934218231,Movie,1344725383
Color,Dennie Gordon,114,Ruby Lin,Leehom Wang,My Lucky Star ,Jack Kao,2,Chinese,China,Missing,19950000,2013,50000,2.35,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.392746845,588019115.8,1473732.12,Movie,22156530.81
Color,Bryan Singer,114,Ewen Bremner,Eddie Marsan,Jack the Giant Slayer ,Ralph Brown,1,English,USA,PG-13,195000000,2013,65171860,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.392746845,5747555267,1920917268,Movie,-3826638000
Color,Gavin Hood,114,Moises Arias,Harrison Ford,Ender s Game ,Aramis Knight,4,English,USA,PG-13,110000000,2013,61656849,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.392746845,3242210664,1817313576,Movie,-1424897088
Color,Ben Stiller,114,Adrian Martinez,Adam Scott,The Secret Life of Walter Mitty ,Joey Slotnick,1,English,USA,PG,90000000,2013,58229120,2.35,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.392746845,2652717816,1716282489,Movie,-936435326.6
Color,Morten Tyldum,114,Rory Kinnear,Benedict Cumberbatch,The Imitation Game ,Allen Leech,1,English,UK,PG-13,14000000,2014,91121452,2.35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.392746845,412644993.6,2685772212,Movie,2273127219
Color,Stephen Daldry,114,Selton Mello,Wagner Moura,Trash ,Daniel Zettel,0,Portuguese,UK,R,19950000,2014,10230,2.35,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3.392746845,588019115.8,301525.5917,Movie,22156530.81
Color,Scott Frank,114,Boyd Holbrook,Liam Neeson,A Walk Among the Tombstones ,David Harbour,0,English,USA,R,28000000,2014,25977365,2.35,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.392746845,825289987.1,765673543.8,Movie,-59616443.32
Color,Brad Peyton,114,Ioan Gruffudd,Dwayne Johnson,San Andreas ,Archie Panjabi,0,English,USA,PG-13,110000000,2015,155181732,2.35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.392746845,3242210664,4573926057,Movie,1331715394
Color,Ericson Core,114,Edgar RamA�rez,Ray Winstone,Point Break ,Delroy Lindo,1,English,USA,PG-13,105000000,2015,28772222,2.35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3.392746845,3094837452,848050954.4,Movie,-2246786497
Color,Jaume Collet-Serra,114,Common,Liam Neeson,Run All Night ,Bruce McGill,2,English,USA,R,50000000,2015,26442251,2.35,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.392746845,1473732120,779375892.4,Movie,-694356227.5
 Black and White,John Ford,113,Woody Strode,Lee Marvin,The Man Who Shot Liberty Valance ,Vera Miles,1,English,USA,Unrated,3200000,1962,25040293,1.85,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,94318855.67,738053681.7,Movie,22156530.81
Color,Edward Dmytryk,113,Woody Strode,Brigitte Bardot,Shalako ,Honor Blackman,2,English,UK,PG,1455000,1968,25040293,2.35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,42885604.69,738053681.7,Movie,22156530.81
 Black and White,John Schlesinger,113,Barnard Hughes,Brenda Vaccaro,Midnight Cowboy ,John McGiver,2,English,USA,X,3600000,1969,25040293,1.85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,106108712.6,738053681.7,Movie,22156530.81
Color,Francis Ford Coppola,113,Teri Garr,Harrison Ford,The Conversation ,Cindy Williams,2,English,USA,PG,1600000,1974,25040293,1.37,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.392746845,47159427.84,738053681.7,Movie,22156530.81
Color,Blake Edwards,113,Herbert Lom,Burt Kwouk,The Return of the Pink Panther ,Catherine Schell,0,English,UK,G,5000000,1975,25040293,2.35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.392746845,147373212,738053681.7,Movie,22156530.81
Color,Harold Becker,113,Michael O Neill,Al Pacino,Sea of Love ,Ellen Barkin,1,English,USA,R,19000000,1989,58571513,1.85,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.392746845,560018205.5,1726374400,Movie,1166356195
Color,Paul Verhoeven,113,Rachel Ticotin,Ronny Cox,Total Recall ,Marshall Bell,0,English,USA,R,65000000,1990,119412921,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.392746845,1915851756,3519653144,Movie,1603801388
Color,Peter Farrelly,113,Mike Starr,Lauren Holly,Dumb & Dumber ,Teri Garr,2,English,USA,PG-13,16000000,1994,127175354,1.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,471594278.4,3748448081,Movie,3276853803
Color,Mira Nair,113,Chazz Palminteri,Anjelica Huston,The Perez Family ,Vincent Gallo,2,English,USA,R,11000000,1995,2832826,1.85,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,324221066.4,83496533.32,Movie,-240724533
Color,Jan de Bont,113,Alan Ruck,Philip Seymour Hoffman,Twister ,Jami Gertz,0,English,USA,PG-13,92000000,1996,241688385,2.35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.392746845,2711667101,7123678719,Movie,4412011619
Color,Victor Nunez,113,Patricia Richardson,Peter Fonda,Ulee s Gold ,Vanessa Zima,1,English,USA,R,2700000,1997,9054736,1.66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,79581534.47,266885105.6,Movie,187303571.1
Color,Kevin Smith,113,Ethan Suplee,Matt Damon,Chasing Amy ,Joey Lauren Adams,5,English,USA,R,250000,1997,12006514,1.85,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,7368660.599,353887706.6,Movie,346519046
Color,Walter Salles,113,Matheus Nachtergaele,Fernanda Montenegro,Central Station ,Othon Bastos,0,Portuguese,Brazil,R,2900000,1998,5595428,2.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,85476462.95,164923239.4,Movie,79446776.41
Color,Vincent Ward,113,Annabella Sciorra,Robin Williams,What Dreams May Come ,Rosalind Chao,1,English,USA,PG-13,85000000,1998,55350897,2.35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.392746845,2505344604,1631447895,Movie,-873896708.3
 Black and White,Woody Allen,113,Aleksa Palladino,Melanie Griffith,Celebrity ,Greg Mottola,0,English,USA,R,12000000,1998,5032496,1.66,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,353695708.8,148331020,Movie,-205364688.8
Color,Jan de Bont,113,Lili Taylor,Liam Neeson,The Haunting ,Virginia Madsen,0,English,USA,PG-13,80000000,1999,91188905,2.35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.392746845,2357971392,2687760365,Movie,329788973.7
Color,Jon Amiel,113,Kevin McNally,Will Patton,Entrapment ,Maury Chaykin,1,English,USA,PG-13,66000000,1999,87704396,2.35,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.392746845,1945326398,2585055709,Movie,639729310.5
Color,John McTiernan,113,Faye Dunaway,Mark Margolis,The Thomas Crown Affair ,Denis Leary,0,English,USA,R,48000000,1999,69304264,2.35,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.392746845,1414782835,2042718398,Movie,627935562.9
Color,Stephen Frears,113,Lili Taylor,Drake Bell,High Fidelity ,Lisa Bonet,0,English,UK,R,20000000,2000,27277055,1.85,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.392746845,589492847.9,803981441.8,Movie,214488593.8
